Marque,CarType,FuelType,Gearbox,ManufacturingDate,Engine_l,Power_kW,Mileage_km,Price_euro
Volkswagen Golf, wagon        ,Petrol,Manual,2000,1.4,55,207000,950
Seat Alhambra, mpv / minivan        ,Diesel,Manual,2006,1.9,96,,950
Renault Twingo, mpv / minivan        ,Petrol,Manual,1997,1.2,43,204000,950
Renault Thalia, saloon / sedan        ,Petrol,Manual,2006,1.4,,133700,950
Audi A3, hatchback        ,Diesel,Manual,2000,1.9,66,420000,950
Volkswagen Golf, hatchback        ,Petrol,Manual,2001,1.4,55,183000,950
Audi A4, saloon / sedan        ,Diesel,Manual,1995,1.9,66,,950
Peugeot 406, saloon / sedan        ,Diesel,Manual,2001,2.0,80,288298,950
Volkswagen Golf, suv / off-road        ,Diesel,Manual,2000,1.9,85,165000,950
Chrysler Voyager, mpv / minivan        ,Petrol / LPG,Manual,2001,2.4,108,243433,950
Skoda Fabia, hatchback        ,Diesel,Manual,2004,1.9,47,240000,950
Renault Megane, hatchback        ,Petrol,Manual,2005,1.6,87,210000,950
Volvo S40, saloon / sedan        ,Petrol,Automatic,2001,1.9,,,950
Volkswagen Golf, wagon        ,Diesel,Manual,2000,1.9,66,290000,950
Volkswagen Passat, saloon / sedan        ,Petrol / LPG,Manual,1997,1.8,92,,950
Volkswagen Polo, hatchback        ,Petrol,Manual,2004,1.2,40,182000,950
Volkswagen Fox, hatchback        ,Petrol,Manual,2006,1.2,40,146000,950
Toyota Corolla, hatchback        ,Petrol,Manual,2006,1.4,,,950
Subaru Forester, suv / off-road        ,Petrol / LPG,Automatic,1999,2.0,92,286764,950
Nissan Almera Tino, mpv / minivan        ,Petrol,Manual,2001,1.8,84,139530,950
Volkswagen Fox, hatchback        ,Petrol,Manual,2006,1.2,40,146000,950
BMW 320, wagon        ,Diesel,Manual,2001,2.0,100,330043,950
Toyota Corolla, hatchback        ,Petrol,Manual,2006,1.4,,,950
Subaru Forester, suv / off-road        ,Petrol / LPG,Automatic,1999,2.0,92,286764,950
Ford Mondeo, wagon        ,Petrol,Manual,2001,2.5,,209000,950
Mazda Premacy, mpv / minivan        ,Petrol,Manual,2000,1.8,,252000,950
Peugeot 406, wagon        ,Petrol,Manual,1998,1.8,,226000,950
Volkswagen Passat, wagon        ,Diesel,Automatic,1999,1.9,81,360000,950
Toyota Corolla, saloon / sedan        ,Petrol,Manual,2001,1.6,81,204700,950
Mercedes-Benz C180, wagon        ,Petrol,Manual,2004,1.8,105,220000,950
Ford C-MAX, mpv / minivan        ,Diesel,Manual,2004,1.6,80,315000,950
Chrysler Voyager, mpv / minivan        ,Diesel,Manual,1998,2.5,85,273504,950
Volkswagen Passat, wagon        ,Diesel,Manual,1998,1.9,81,260000,950
Peugeot 307, wagon        ,Diesel,Manual,2003,2.0,79,,950
Volkswagen Bora, saloon / sedan        ,Diesel,Manual,2000,1.9,81,250000,950
Peugeot Partner, mpv / minivan        ,Diesel,Manual,2006,1.6,66,270000,950
Opel Zafira, mpv / minivan        ,Petrol,Manual,2002,1.6,,,950
Citroen C5, hatchback        ,Petrol,Automatic,2001,3.0,,271000,950
BMW 530, wagon        ,Diesel,Automatic,2000,3.0,135,450000,950
Volkswagen Passat, wagon        ,Diesel,Manual,1998,1.9,81,260000,950
Volvo S60, saloon / sedan        ,Diesel,Manual,2001,2.4,120,260000,950
Peugeot 307, wagon        ,Diesel,Manual,2003,2.0,79,,950
Citroen Berlingo, commercial        ,Diesel,Manual,2005,2.0,,180000,950
Volvo V40, wagon        ,Diesel,Manual,2003,1.9,85,271000,950
Opel Astra, wagon        ,Petrol / LPG,Manual,2000,1.6,,351820,950
Lada Niva, suv / off-road        ,Petrol,Manual,1979,suv,,,950
Ford Maverick, suv / off-road        ,Diesel,Manual,1994,2.7,,244560,950
Honda CR-V, suv / off-road        ,Petrol / LPG,Manual,2001,2.0,108,,950
Opel Omega, saloon / sedan        ,Petrol,Manual,2000,2.0,100,216820,950
Mercedes-Benz 124, saloon / sedan        ,Diesel,Manual,1992,saloon,,361000,950
Volkswagen Caddy, mpv / minivan        ,Diesel,Manual,1999,1.9,47,202120,950
Renault Kangoo, mpv / minivan        ,Diesel,Manual,2001,1.9,59,381000,950
Toyota Yaris Verso, mpv / minivan        ,Petrol,Manual,2001,1.3,63,111000,950
Volkswagen Touran, mpv / minivan        ,Diesel,Manual,2006,2.0,125,200000,950
Renault Laguna, hatchback        ,Petrol,Manual,2005,2.0,99,227876,950
BMW 320, saloon / sedan        ,Diesel,Automatic,2001,2.0,100,307000,950
Volkswagen Beetle, coupe        ,Diesel,Manual,1999,1.9,66,,950
Mercedes-Benz A160, hatchback        ,Petrol,Automatic,2000,1.6,66,140450,950
Kia Sportage, suv / off-road        ,Petrol,Manual,2002,2.0,94,151000,950
Opel Astra, hatchback        ,Petrol,Manual,2003,1.6,62,,950
Toyota Yaris Verso, mpv / minivan        ,Petrol,Manual,2001,1.3,63,111000,950
Daihatsu Sirion, wagon        ,Petrol,Automatic,2007,1.3,,27000,950
Volkswagen Touran, mpv / minivan        ,Diesel,Manual,2006,2.0,125,200000,950
Renault Laguna, hatchback        ,Petrol,Manual,2005,2.0,99,227876,950
BMW 320, saloon / sedan        ,Diesel,Automatic,2001,2.0,100,307000,950
Renault Master, passenger vans        ,Diesel,Manual,1992,2.5,55,,950
Citroen C5, saloon / sedan        ,Diesel,Manual,2001,2.0,80,216000,950
Mitsubishi Colt, hatchback        ,Diesel,Manual,2005,1.5,70,262300,950
Renault Kangoo, mpv / minivan        ,Diesel,Manual,2001,1.9,59,381000,950
Ford Mondeo, saloon / sedan        ,Petrol / LPG,Manual,2003,2.0,92,280000,950
Mercedes-Benz 450, saloon / sedan        ,Petrol,Automatic,1973,4.5,,83500,950
Opel Frontera, suv / off-road        ,Diesel,Automatic,2000,2.2,85,286525,950
Jeep Grand Cherokee, suv / off-road        ,Petrol,Automatic,2000,4.0,,122000,950
Audi A6, wagon        ,Diesel,Manual,2001,2.5,114,334000,950
Ford Tourneo Connect, commercial        ,Diesel,Manual,2007,1.8,55,258475,950
Volkswagen -kita-, saloon / sedan        ,Diesel,Manual,1991,1.6,,250000,950
Volkswagen Golf, wagon        ,Petrol,Manual,2003,2.0,85,221000,950
Volkswagen Golf, hatchback        ,Petrol,Manual,1998,1.6,74,200000,950
Skoda Fabia, hatchback        ,Petrol,Manual,2000,1.4,74,200200,950
Volkswagen Golf, wagon        ,Diesel,Manual,2004,1.9,74,249000,950
Audi A6, saloon / sedan        ,Diesel,Manual,1997,1.9,81,310000,950
Hyundai Atos, hatchback        ,Petrol,Manual,2008,1.1,46,112000,950
Citroen Berlingo, mpv / minivan        ,Petrol,Manual,2003,1.6,80,280000,950
Mercedes-Benz C180, saloon / sedan        ,Petrol / LPG,Manual,1994,saloon,90,260000,950
Ford Focus, wagon        ,Petrol,Manual,2001,1.6,74,270000,950
Volkswagen Golf, hatchback        ,Diesel,Manual,1998,1.9,50,26000,950
Renault Master, passenger vans        ,Diesel,Manual,2000,2.5,59,120000,950
Volkswagen Golf, wagon        ,Diesel,Manual,2002,1.9,66,309000,950
Opel Astra, hatchback        ,Petrol,Manual,1999,1.6,74,178552,950
Renault Twingo, mpv / minivan        ,Petrol,Automatic,1998,1.2,43,143000,950
Ford Focus, hatchback        ,Petrol,Manual,2005,1.6,74,209000,950
Renault Scenic, mpv / minivan        ,Diesel,Manual,2004,1.9,88,,950
BMW 320, saloon / sedan        ,Diesel,Manual,2001,2.0,100,350000,950
Kia Picanto, hatchback        ,Diesel,Manual,2007,1.1,55,303000,950
Opel Astra, hatchback        ,Diesel,Manual,2003,1.7,55,400000,950
Opel Zafira, mpv / minivan        ,Diesel,Manual,2001,2.0,74,277777,950
Chevrolet Lacetti, hatchback        ,Petrol,Manual,2004,1.8,90,224700,950
BMW 520, saloon / sedan        ,Petrol / LPG,Manual,1996,2.0,110,327000,962
Volkswagen Passat, wagon        ,Diesel,Manual,1997,1.9,81,470000,970
Citroen C3, hatchback        ,Diesel,Manual,2009,1.4,,,970
Volkswagen Sharan, mpv / minivan        ,Petrol,Manual,1999,2.0,,250456,970
Opel Zafira, mpv / minivan        ,Diesel,Manual,2002,2.0,74,,976
Renault Espace, mpv / minivan        ,Diesel,Manual,2004,2.2,110,248234,980
Chrysler Voyager, mpv / minivan        ,Petrol / LPG,Automatic,2002,3.3,134,260000,980
Volkswagen Passat, wagon        ,Diesel,Manual,1994,1.9,55,301703,980
Volkswagen Beetle, hatchback        ,Petrol,Automatic,2000,hatchback,85,254838,980
BMW 320, saloon / sedan        ,Diesel,Manual,2001,2.0,100,447000,980
Volkswagen Golf, hatchback        ,Petrol,Automatic,1998,1.6,74,244000,980
Renault Scenic, mpv / minivan        ,Petrol,Manual,2002,1.6,79,180000,980
Opel Monza, coupe        ,Petrol,Automatic,1984,2.0,85,,980
Peugeot Partner, wagon        ,Diesel,Manual,2007,1.6,66,,980
Peugeot Partner, other        ,Diesel,Manual,2003,2.0,66,218450,980
Opel Zafira, mpv / minivan        ,Diesel,Manual,2001,2.0,74,270000,980
Opel Astra, hatchback        ,Diesel,Manual,2002,2.2,92,340186,980
Ford Galaxy, mpv / minivan        ,Petrol / LPG,Manual,1999,2.3,107,271993,990
Audi A6, wagon        ,Diesel,Manual,1999,2.5,110,331000,990
Volkswagen Caravelle, passenger vans        ,Petrol / LPG,Manual,1991,2.0,62,400020,990
Opel Zafira, mpv / minivan        ,Diesel,Manual,2002,2.0,74,300000,990
Smart Fortwo, convertible        ,Petrol,Automatic,2002,0.6,40,200000,990
Nissan Almera Tino, hatchback        ,Petrol / LPG,Manual,2005,1.8,85,283600,990
Fiat Scudo, mpv / minivan        ,Diesel,Manual,1997,1.9,66,321000,990
Ford Mondeo, saloon / sedan        ,Petrol,Manual,2004,1.8,,170000,990
Opel Zafira, mpv / minivan        ,Petrol,Manual,2002,1.8,92,240000,990
Renault Scenic, mpv / minivan        ,Diesel,Manual,2006,1.9,96,240000,990
Citroen C3, hatchback        ,Petrol,Manual,2005,1.4,54,154440,990
Fiat Doblo, mpv / minivan        ,Petrol,Manual,2002,1.6,76,266000,990
Opel Meriva, mpv / minivan        ,Petrol,Manual,2003,1.6,74,183350,990
Lada Niva, suv / off-road        ,Petrol,Manual,1995,1.7,,130004,995
Mitsubishi Lancer, saloon / sedan        ,Petrol,Manual,2006,1.6,72,,995
Chevrolet Rezzo, mpv / minivan        ,Petrol / LPG,Manual,2005,2.0,89,285000,996
Audi A6, wagon        ,Diesel,Manual,1996,2.5,103,,999
Opel Astra, hatchback        ,Petrol,Manual,1998,1.6,55,148000,999
Ford Focus, wagon        ,Petrol,Manual,2002,1.6,74,168000,999
Renault Megane, hatchback        ,Diesel,Manual,2003,1.9,88,300000,999
Volvo V40, wagon        ,Diesel,Manual,2000,1.9,75,194000,999
Volkswagen Passat, wagon        ,Diesel,Manual,1999,1.9,85,,999
Skoda Fabia, hatchback        ,Petrol,Manual,2010,1.2,44,302977,999
Seat Ibiza, hatchback        ,Diesel,Manual,2004,1.4,55,270000,999
Ford Mondeo, wagon        ,Diesel,Manual,2002,2.0,66,364000,999
Ford Mondeo, wagon        ,Diesel,Manual,2002,2.0,66,364000,999
Opel Meriva, mpv / minivan        ,Petrol,Manual,2003,1.6,64,220000,999
Volkswagen Golf, hatchback        ,Petrol,Manual,1996,2.0,85,278897,999
Audi A6, saloon / sedan        ,Diesel,Manual,1999,2.5,110,278900,999
BMW 520, saloon / sedan        ,Petrol / LPG,Manual,1997,saloon,110,360000,999
Honda Accord, saloon / sedan        ,Petrol,Manual,1999,1.9,100,232000,999
Peugeot 307, wagon        ,Diesel,Manual,2002,2.0,79,280000,999
Lancia Kappa, wagon        ,Diesel,Manual,1999,2.4,100,282000,999
Audi A3, hatchback        ,Petrol,Manual,2002,1.6,75,,999
Mercedes-Benz E240, wagon        ,Petrol,Automatic,2001,2.6,125,263582,999
Renault Laguna, wagon        ,Diesel,Manual,2005,1.9,88,246600,999
Opel Astra, hatchback        ,Petrol,Manual,2002,1.6,,,999
Suzuki Liana, mpv / minivan        ,Diesel,Manual,2005,1.4,,326958,999
Mercedes-Benz E320, saloon / sedan        ,Diesel,Automatic,1999,3.2,145,,999
Volkswagen Passat, wagon        ,Petrol,Manual,2002,2.0,96,237000,999
Mazda 6, wagon        ,Petrol,Manual,2006,1.8,88,253000,999
Chevrolet Spark, hatchback        ,Petrol,Manual,2005,1.0,49,149000,999
Fiat Punto, coupe        ,Diesel,Manual,2006,1.9,88,,999
Mercedes-Benz E280, saloon / sedan        ,Petrol,Manual,2000,2.8,150,350000,999
Volkswagen Golf, wagon        ,Diesel,Manual,2001,1.9,81,300000,999
Volkswagen Golf, wagon        ,Diesel,Manual,2001,1.9,81,300000,999
Fiat Punto, coupe        ,Diesel,Manual,2006,1.9,88,,999
Toyota Yaris Verso, mpv / minivan        ,Petrol,Manual,2001,1.3,63,,999
Volkswagen Golf, hatchback        ,Petrol,Manual,1999,1.6,,,999
Ford Mondeo, wagon        ,Diesel,Manual,2002,2.0,85,214600,999
Opel Astra, wagon        ,Diesel,Automatic,1998,2.0,60,266000,999
Opel Vectra, coupe        ,Petrol,Manual,2006,1.6,77,194586,999
Opel Astra, hatchback        ,Petrol,Manual,2000,1.6,55,83000,999
BMW 316, hatchback        ,Petrol,Manual,2004,1.8,85,236000,999
Volvo S40, saloon / sedan        ,Petrol,Manual,2001,1.6,80,235000,999
Subaru Forester, wagon        ,Petrol / LPG,Manual,1999,2.0,92,220000,999
Citroen C3, hatchback        ,Petrol,Manual,2006,1.4,54,179000,999
Mitsubishi Pajero Pinin, hatchback        ,Petrol,Manual,2004,1.8,84,285000,999
Volkswagen Golf, wagon        ,Petrol,Manual,2001,1.4,55,185500,999
Skoda Octavia, wagon        ,Diesel,Manual,2000,1.9,66,320520,999
Volkswagen Golf, saloon / sedan        ,Diesel,Manual,2000,1.9,66,20000,999
Chrysler Pacifica, mpv / minivan        ,Petrol,Automatic,2006,3.5,186,223000,999
Mercedes-Benz C220, coupe        ,Diesel,Manual,2002,coupe,105,260000,999
Suzuki Liana, hatchback        ,Diesel,Manual,2004,1.4,66,199073,999
Alfa Romeo 147, hatchback        ,Diesel,Manual,2004,1.9,103,270000,999
Volkswagen Golf, saloon / sedan        ,Diesel,Manual,2000,1.9,66,20000,999
Suzuki Liana, hatchback        ,Diesel,Manual,2004,1.4,66,199073,999
Skoda Fabia, saloon / sedan        ,Petrol,Manual,2002,1.4,74,243123,999
Skoda Fabia, hatchback        ,Petrol,Manual,2004,1.2,47,,999
Peugeot 307, hatchback        ,Petrol,Manual,2003,1.6,,265789,999
Volkswagen Golf, wagon        ,Diesel,Manual,2004,1.9,74,280000,999
Volkswagen Passat, saloon / sedan        ,Diesel,Manual,1997,1.9,81,,999
Mazda 2, hatchback        ,Petrol,Manual,2007,1.4,59,,999
BMW 318, wagon        ,Diesel,Manual,2003,2.0,,400000,999
Renault Grand Scenic, mpv / minivan        ,Diesel,Manual,2005,1.9,88,,999
Volvo V40, wagon        ,Petrol,Manual,2001,1.8,90,180724,999
Opel Astra, hatchback        ,Diesel,Manual,1999,2.0,60,200000,999
Fiat Idea, mpv / minivan        ,Diesel,Manual,2004,1.3,51,,999
Smart Forfour, hatchback        ,Petrol,Manual,2006,1.1,47,,999
Fiat Idea, mpv / minivan        ,Diesel,Manual,2004,1.9,74,,999
Volvo V70, wagon        ,Diesel,Automatic,2002,2.4,96,200000,999
Mercedes-Benz A170, hatchback        ,Diesel,Manual,2004,1.7,70,258000,999
Volkswagen Polo, hatchback        ,Petrol,Automatic,2004,1.4,55,179000,999
Honda Civic, commercial        ,Diesel,Manual,2006,2.5,99,280000,999
Mercedes-Benz E320, saloon / sedan        ,Diesel,Automatic,2000,3.2,145,150000,999
Volkswagen Passat, saloon / sedan        ,Diesel,Manual,1997,1.9,81,,999
Mazda 2, hatchback        ,Petrol,Manual,2007,1.4,59,,999
Mercedes-Benz E320, saloon / sedan        ,Diesel,Automatic,2000,3.2,145,150000,999
Opel Signum, hatchback        ,Petrol,Manual,2003,2.2,114,252841,1000
Opel Corsa, mpv / minivan        ,Petrol,Manual,2007,1.3,,287173,1000
Renault Espace, mpv / minivan        ,Diesel,Manual,2003,mpv,110,291715,1000
Volkswagen Golf, hatchback        ,Diesel,Manual,2000,1.9,85,,1000
Honda Accord, saloon / sedan        ,Petrol,Manual,1999,1.9,114,209000,1000
Ford Mondeo, hatchback        ,Diesel,Manual,2008,1.8,,350000,1000
Hyundai Tiburon, coupe        ,Petrol,Automatic,2001,2.0,102,150000,1000
Citroen C4, hatchback        ,Diesel,Automatic,2006,1.6,80,300000,1000
Opel Astra, hatchback        ,Diesel,Manual,2001,1.7,,143800,1000
Volkswagen Caddy, mpv / minivan        ,Diesel,Manual,2007,2.0,51,300000,1000
Audi A6, wagon        ,Petrol,Automatic,2000,2.8,142,270000,1000
Ford Mondeo, wagon        ,Diesel,Automatic,2005,2.0,85,259643,1000
Volkswagen Golf, hatchback        ,Petrol,Manual,2000,1.4,55,146300,1000
Opel Tigra, convertible        ,Petrol,Manual,2005,1.4,66,120916,1000
Opel Signum, hatchback        ,Diesel,Manual,2003,2.2,92,,1000
Volvo S40, saloon / sedan        ,Petrol,Manual,2001,1.6,80,182000,1000
Skoda Octavia, wagon        ,Diesel,Manual,2002,1.9,81,,1000
Ford Mondeo, wagon        ,Diesel,Automatic,2005,2.0,85,259643,1000
Volkswagen Golf, hatchback        ,Petrol,Manual,2000,1.4,55,146300,1000
Opel Tigra, convertible        ,Petrol,Manual,2005,1.4,66,120916,1000
Opel Signum, hatchback        ,Diesel,Manual,2003,2.2,92,,1000
Volvo S40, saloon / sedan        ,Petrol,Manual,2001,1.6,80,182000,1000
Skoda Octavia, wagon        ,Diesel,Manual,2002,1.9,81,,1000
BMW 525, wagon        ,Diesel,Automatic,2000,2.5,120,,1000
Renault Megane, wagon        ,Diesel,Manual,2006,1.5,78,,1000
Mercedes-Benz A170, hatchback        ,Diesel,Manual,2003,1.7,70,126000,1000
Seat Cordoba, hatchback        ,Diesel,Manual,2000,1.9,66,275515,1000
Volkswagen Golf, hatchback        ,Diesel,Manual,1989,1.6,40,,1000
Ford Galaxy, mpv / minivan        ,Diesel,Manual,2000,1.9,66,317000,1000
Audi A3, hatchback        ,Petrol,Manual,2001,1.6,75,,1000
Volvo V70, wagon        ,Diesel,Automatic,2003,2.4,120,,1000
BMW 335, saloon / sedan        ,Diesel,Manual,2013,3.0,230,1785440,1000
Audi A6, wagon        ,Diesel,Manual,2003,2.5,120,500000,1000
BMW 520, saloon / sedan        ,Petrol / LPG,Manual,1998,2.0,110,300000,1000
Toyota Corolla Verso, mpv / minivan        ,Diesel,Manual,2005,2.2,100,,1000
Peugeot 407, wagon        ,Diesel,Manual,2005,1.6,80,345000,1000
Opel Zafira, hatchback        ,Diesel,Manual,2001,2.0,74,282197,1000
Volkswagen Passat, wagon        ,Diesel,Manual,2000,2.0,85,425040,1000
Mercedes-Benz C220, wagon        ,Diesel,Manual,2002,wagon,105,314242,1000
Opel Zafira, hatchback        ,Diesel,Manual,2001,2.0,74,282197,1000
Peugeot 407, wagon        ,Diesel,Manual,2005,1.6,80,345000,1000
Peugeot Partner, commercial        ,Diesel,Manual,2007,1.6,66,254040,1000
Volkswagen Golf, hatchback        ,Petrol,Manual,2001,2.0,85,238262,1000
Jeep Grand Cherokee, suv / off-road        ,Diesel,Automatic,2001,3.1,103,220000,1000
Opel Meriva, hatchback        ,Diesel,Manual,2004,1.7,74,214000,1000
Mitsubishi Grandis, other        ,Diesel,Manual,2006,other,,176000,1000
Renault Megane, hatchback        ,Petrol,Manual,2002,1.6,83,162000,1000
Opel Frontera, suv / off-road        ,Diesel,Manual,1999,2.2,85,,1000
Opel Signum, hatchback        ,Diesel,Manual,2004,3.0,135,322000,1000
Citroen C5, saloon / sedan        ,Petrol,Manual,2004,2.0,103,,1000
Opel Corsa, hatchback        ,Petrol,Manual,2001,1.0,43,186000,1000
Opel Signum, hatchback        ,Diesel,Manual,2004,2.2,92,440000,1000
Volkswagen Passat, saloon / sedan        ,Petrol,Manual,2000,1.8,92,300000,1000
Volkswagen Vento, saloon / sedan        ,Petrol,Manual,1992,1.8,55,245792,1000
Volkswagen Golf, wagon        ,Diesel,Manual,2003,1.9,74,,1000
Mercedes-Benz E270, wagon        ,Diesel,Automatic,2001,2.7,125,280000,1000
Ford Sierra, wagon        ,Petrol,Manual,1992,2.0,74,200000,1000
Renault Grand Espace, mpv / minivan        ,Diesel,Manual,2006,1.9,85,340000,1000
BMW 530, wagon        ,Diesel,Automatic,1999,3.0,135,380000,1000
Volkswagen Sharan, hatchback        ,Diesel,Manual,1999,1.9,66,340000,1000
BMW 316, saloon / sedan        ,Petrol,Manual,1995,1.6,75,255557,1000
Ford Focus, wagon        ,Diesel,Manual,2005,2.0,100,250000,1000
Citroen C2, hatchback        ,Petrol,Automatic,2004,1.4,54,102000,1000
Opel Zafira, mpv / minivan        ,Diesel,Manual,2007,1.9,88,352000,1000
Renault Megane, wagon        ,Diesel,Manual,2003,1.9,88,313700,1000
Audi A6, wagon        ,Diesel,Manual,1995,2.5,85,399327,1000
Renault Espace, mpv / minivan        ,Diesel,Manual,2003,mpv,110,291715,1000
Citroen C4, hatchback        ,Diesel,Automatic,2006,1.6,80,300000,1000
Subaru Forester, wagon        ,Petrol,Automatic,1999,2.0,92,270000,1000
BMW 525, saloon / sedan        ,Petrol,Automatic,2002,2.5,141,,1000
Mitsubishi Pajero, suv / off-road        ,Petrol / LPG,Manual,1995,3.5,153,193000,1000
Skoda Fabia, hatchback        ,Petrol / LPG,Manual,2002,1.4,50,,1000
Daewoo Nubira, wagon        ,Petrol,Manual,2004,1.6,,,1000
Audi A6, wagon        ,Diesel,Automatic,2002,2.5,132,,1000
Honda CR-V, suv / off-road        ,Petrol / LPG,Manual,1997,2.0,94,270000,1000
Peugeot 3008, suv / off-road        ,Petrol,Manual,2014,1.6,88,148709,1000
Mercedes-Benz 270, suv / off-road        ,Diesel,Automatic,2002,2.7,,,1000
